taxonID,scientificName,Cabinet,subfamily,tribe,subgenus,labelName,scientificNameAuthorship,taxonRank,nameAccordingToID,nameAccordingToTitle,family,genus,specificEpithet,infraspecificEpithet,acceptedTaxonID,accepted,PhylogeneticOrder
CULCED,Culex cedecei,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) cedecei ,"Stone and Hair, 1968",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,cedecei,,CULCED,1,178
CULELE,Culex elevator,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) elevator ,"Dyar and Knab, 1906",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,elevator,,CULELE,1,179
CULERR,Culex erraticus,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) erraticus ,"(Dyar and Knab, 1906)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,erraticus,,CULERR,1,180
CULINH,Culex inhibitator,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) inhibitator ,"Dyar and Knab, 1906",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,inhibitator,,CULINH,1,181
CULIOL,Culex iolambdis,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) iolambdis ,"Dyar, 1918",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,iolambdis,,CULIOL,1,182
CULMUL,Culex mulrennani,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) mulrennani ,"Basham, 1948",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,mulrennani,,CULMUL,1,183
CULPEC,Culex peccator,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) peccator ,"Dyar and Knab, 1909",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,peccator,,CULPEC,1,184
CULPIL,Culex pilosus,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) pilosus ,"(Dyar and Knab, 1906)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,pilosus,,CULPIL,1,185
CULSAR,Culex sardinerae,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) sardinerae ,"Fox, 1953",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,sardinerae,,CULSAR,1,186
CULTAE,Culex taeniopus,23,Culicinae,Culicini,Melanoconion,Culex (Melanoconion) taeniopus ,"Dyar and Knab, 1907",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,taeniopus,,CULTAE,1,187
CULANT,Culex antillummagnorum,23,Culicinae,Culicini,Micraedes,Culex (Micraedes) antillummagnorum ,"Dyar, 1928",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,antillummagnorum,,CULANT,1,188
CULBIS,Culex biscaynensis,23,Culicinae,Culicini,Micraedes,Culex (Micraedes) biscaynensis ,"Zavortink and O'Meara, 1999",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,biscaynensis,,CULBIS,1,189
CULAPI,Culex apicalis,23,Culicinae,Culicini,Neoculex,Culex (Neoculex) apicalis ,"Adams, 1903",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,apicalis,,CULAPI,1,190
CULARI,Culex arizonensis,23,Culicinae,Culicini,Neoculex,Culex (Neoculex) arizonensis ,"Bohart, 1949",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,arizonensis,,CULARI,1,191
CULBOH,Culex boharti,23,Culicinae,Culicini,Neoculex,Culex (Neoculex) boharti ,"Brookman and Reeves, 1950",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,boharti,,CULBOH,1,192
CULREE,Culex reevesi,23,Culicinae,Culicini,Neoculex,Culex (Neoculex) reevesi ,"Wirth, 1948",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,reevesi,,CULREE,1,193
CULTER,Culex territans,23,Culicinae,Culicini,Neoculex,Culex (Neoculex) territans ,"Walker, 1856",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,territans,,CULTER,1,194
CULLAT1,Culex latisquama,23,Culicinae,Culicini,Tinolestes,Culex (Tinolestes) latisquama ,"(Coquillett, 1906)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,latisquama,,CULLAT1,1,195
CULINO1,Culex inornatus,23,Culicinae,Culicini,,Culex () inornatus ,"(Theobald, 1905)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culex,inornatus,,CULINO1,1,196
DEICAN,Deinocerites cancer,23,Culicinae,Culicini,,Deinocerites () cancer ,"Theobald, 1901",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Deinocerites,cancer,,DEICAN,1,197
DEIMAT,Deinocerites mathesoni,23,Culicinae,Culicini,,Deinocerites () mathesoni ,"Belkin and Hogue, 1959",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Deinocerites,mathesoni,,DEIMAT,1,198
DEIPSE,Deinocerites pseudes,23,Culicinae,Culicini,,Deinocerites () pseudes ,"Dyar and Knab, 1909",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Deinocerites,pseudes,,DEIPSE,1,199
CULMEL,Culiseta melanura,23,Culicinae,Culisetini,Climacura,Culiseta (Climacura) melanura ,"(Coquillett, 1902)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,melanura,,CULMEL,1,200
CULMIN,Culiseta minnesotae,23,Culicinae,Culisetini,Culicella,Culiseta (Culicella) minnesotae ,"Barr, 1957",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,minnesotae,,CULMIN,1,201
CULMOR,Culiseta morsitans,23,Culicinae,Culisetini,Culicella,Culiseta (Culicella) morsitans ,"(Theobald, 1901)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,morsitans,,CULMOR,1,202
CULALA1,Culiseta alaskaensis alaskaensis,23,Culicinae,Culisetini,Culiseta,Culiseta (Culiseta) alaskaensis alaskaensis,"(Ludlow, 1906)",subspecies,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,alaskaensis,alaskaensis,CULALA1,1,203
CULALA,Culiseta alaskaensis,23,Culicinae,Culisetini,Culiseta,Culiseta (Culiseta) alaskaensis ,"(Ludlow, 1906)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,alaskaensis,,CULALA,1,204
CULIMP,Culiseta impatiens,24,Culicinae,Culisetini,Culiseta,Culiseta (Culiseta) impatiens ,"(Walker, 1848)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,impatiens,,CULIMP,1,205
CULINC,Culiseta incidens,24,Culicinae,Culisetini,Culiseta,Culiseta (Culiseta) incidens ,"(Thomson, 1869)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,incidens,,CULINC,1,206
CULINO,Culiseta inornata,24,Culicinae,Culisetini,Culiseta,Culiseta (Culiseta) inornata ,"(Williston, 1893)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,inornata,,CULINO,1,207
CULPAR,Culiseta particeps,24,Culicinae,Culisetini,Culiseta,Culiseta (Culiseta) particeps ,"(Adams, 1903)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Culiseta,particeps,,CULPAR,1,208
MIMELE,Mimomyia elegans,24,Culicinae,Ficalbiini,Etorleptiomyia,Mimomyia (Etorleptiomyia) elegans ,"(Taylor, 1914)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Mimomyia,elegans,,MIMELE,1,209
COQPER,Coquillettidia perturbans,24,Culicinae,Mansoniini,Coquillettidia,Coquillettidia (Coquillettidia) perturbans ,"(Walker, 1856)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Coquillettidia,perturbans,,COQPER,1,210
MANDYA,Mansonia dyari,24,Culicinae,Mansoniini,Mansonia,Mansonia (Mansonia) dyari ,"Belkin, Heinemann and Page, 1970",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Mansonia,dyari,,MANDYA,1,211
MANFLA,Mansonia flaveola,24,Culicinae,Mansoniini,Mansonia,Mansonia (Mansonia) flaveola ,"(Coquillett, 1906)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Mansonia,flaveola,,MANFLA,1,212
MANTIT,Mansonia titillans,24,Culicinae,Mansoniini,Mansonia,Mansonia (Mansonia) titillans ,"(Walker, 1848)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Mansonia,titillans,,MANTIT,1,213
ORTALB,Orthopodomyia alba,24,Culicinae,Orthopodomyiini,,Orthopodomyia () alba ,"Baker, 1936",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Orthopodomyia,alba,,ORTALB,1,214
ORTKUM,Orthopodomyia kummi,24,Culicinae,Orthopodomyiini,,Orthopodomyia () kummi ,"Edwards, 1939",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Orthopodomyia,kummi,,ORTKUM,1,215
ORTSIG,Orthopodomyia signifera,24,Culicinae,Orthopodomyiini,,Orthopodomyia () signifera ,"(Coquillett, 1896)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Orthopodomyia,signifera,,ORTSIG,1,216
WYESPE,Wyeomyia splendida,24,Culicinae,Sabethini,Phoniomyia,Wyeomyia (Phoniomyia) splendida ,"Bonne-Wepster and Bonne, 1919",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Wyeomyia,splendida,,WYESPE,1,217
WYEMED,Wyeomyia medioalbipes,24,Culicinae,Sabethini,Wyeomyia,Wyeomyia (Wyeomyia) medioalbipes ,"Lutz, 1904",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Wyeomyia,medioalbipes,,WYEMED,1,218
WYEMIT,Wyeomyia mitchellii,24,Culicinae,Sabethini,Wyeomyia,Wyeomyia (Wyeomyia) mitchellii ,"(Theobald, 1905)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Wyeomyia,mitchellii,,WYEMIT,1,219
WYESMI,Wyeomyia smithii,24,Culicinae,Sabethini,Wyeomyia,Wyeomyia (Wyeomyia) smithii ,"(Coquillett, 1901)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Wyeomyia,smithii,,WYESMI,1,220
WYEVAN,Wyeomyia vanduzeei,24,Culicinae,Sabethini,Wyeomyia,Wyeomyia (Wyeomyia) vanduzeei ,"Dyar and Knab, 1906",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Wyeomyia,vanduzeei,,WYEVAN,1,221
TOXMOC,Toxorhynchites moctezuma,24,Culicinae,Toxorhynchitini,Lynchiella,Toxorhynchites (Lynchiella) moctezuma ,"(Dyar and Knab, 1906)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,moctezuma,,TOXMOC,1,222
TOXPOR,Toxorhynchites portoricensis,24,Culicinae,Toxorhynchitini,Lynchiella,Toxorhynchites (Lynchiella) portoricensis ,"(Roeder, 1885)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,portoricensis,,TOXPOR,1,223
TOXRUT2,Toxorhynchites rutilus rutilus,24,Culicinae,Toxorhynchitini,Lynchiella,Toxorhynchites (Lynchiella) rutilus rutilus,"(Coquillett, 1896)",subspecies,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,rutilus,rutilus,TOXRUT2,1,224
TOXRUT,Toxorhynchites rutilus septentrionalis,24,Culicinae,Toxorhynchitini,Lynchiella,Toxorhynchites (Lynchiella) rutilus septentrionalis,"(Dyar and Knab, 1906)",subspecies,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,rutilus,septentrionalis,TOXRUT,1,225
TOXRUT1,Toxorhynchites rutilus,24,Culicinae,Toxorhynchitini,Lynchiella,Toxorhynchites (Lynchiella) rutilus ,"(Coquillett, 1896)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,rutilus,,TOXRUT1,1,226
TOXAMB,Toxorhynchites amboinensis,24,Culicinae,Toxorhynchitini,Toxorhynchites,Toxorhynchites (Toxorhynchites) amboinensis ,"(Doleschall, 1857)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,amboinensis,,TOXAMB,1,227
TOXBRE,Toxorhynchites brevipalpis,24,Culicinae,Toxorhynchitini,Toxorhynchites,Toxorhynchites (Toxorhynchites) brevipalpis ,"Theobald, 1901",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,brevipalpis,,TOXBRE,1,228
TOXSPL,Toxorhynchites splendens,24,Culicinae,Toxorhynchitini,Toxorhynchites,Toxorhynchites (Toxorhynchites) splendens ,"(Wiedemann, 1819)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Toxorhynchites,splendens,,TOXSPL,1,229
URAANH2,Uranotaenia anhydor anhydor,24,Culicinae,Uranotaeniini,Pseudoficalbia,Uranotaenia (Pseudoficalbia) anhydor anhydor,"Dyar, 1907",subspecies,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Uranotaenia,anhydor,anhydor,URAANH2,1,230
URAANH,Uranotaenia anhydor syntheta,24,Culicinae,Uranotaeniini,Pseudoficalbia,Uranotaenia (Pseudoficalbia) anhydor syntheta,"Dyar and Shannon, 1924",subspecies,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Uranotaenia,anhydor,syntheta,URAANH,1,231
URAANH1,Uranotaenia anhydor,24,Culicinae,Uranotaeniini,Pseudoficalbia,Uranotaenia (Pseudoficalbia) anhydor ,"Dyar, 1907",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Uranotaenia,anhydor,,URAANH1,1,232
URACOO,Uranotaenia cooki,24,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia (Uranotaenia) cooki ,"Root, 1937",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Uranotaenia,cooki,,URACOO,1,233
URALOW,Uranotaenia lowii,24,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia (Uranotaenia) lowii ,"Theobald, 1901",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Uranotaenia,lowii,,URALOW,1,234
URASAP,Uranotaenia sapphirina,24,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia (Uranotaenia) sapphirina ,"(Osten Sacken, 1868)",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Uranotaenia,sapphirina,,URASAP,1,235
URASOC,Uranotaenia socialis,24,Culicinae,Uranotaeniini,Uranotaenia,Uranotaenia (Uranotaenia) socialis ,"Theobald, 1901",species,isbn: 9781421438146,"Wilkerson, R. C., Linton, Y.-M. and Strickman, D. 2021. Mosquitoes of the World. John Hopkins University Press, Baltimore.",Culicidae,Uranotaenia,socialis,,URASOC,1,236